Read.ID,TeamID,EcoplateID,Plate,Day,DayNumber,Sample.ID,Pyruvic.Acid.Methyl.Ester,Tween.40,Tween.80,alpha.Cyclodextrin,Glycogen,D.Cellobiose,alpha.D.Lactose,beta.Methyl.D.Glucoside,D.Xylose,i.Erythritol,D.Mannitol,N.Acetyl.D.Glucosamine,D.Glucosaminic.Acid,Glucose.1.Phosphate,alpha.Glycerol.Phosphate,D.Galactonic.Acid.gamma.Lactone,D.Galacturonic.Acid,X2.Hydroxy.Benzoic.Acid,X4.Hydroxy.Benzoic.Acid,gamma.Hydroxybutyric.Acid,Itaconic.Acid,alpha.Ketobutyric.Acid,D.Malic.Acid,L.Arginine,L.Asparagine,L.Phenylalanine,L.Serine,L.Threonine,Glycyl.L.Glutamic.Acid,Phenylethyl.amine,Putrescine
Team-5_Plate-1_Day-8,W17-5,W17-5-E1,Plate-1,Day-8,8,Sample_3,0.051,NA,0.006,0.009,NA,NA,NA,NA,0.17,0,0.018,NA,NA,NA,NA,NA,NA,NA,0.111,0.079,NA,NA,0.049,0.008,NA,0.034,NA,0.003,NA,0.032,NA
Team-5_Plate-2_Day-0,W17-5,W17-5-E2,Plate-2,Day-0,0,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.009,0.008,NA,0.019,NA,NA,0.017,NA,NA,0.063,NA,NA,NA,NA
Team-5_Plate-2_Day-0,W17-5,W17-5-E2,Plate-2,Day-0,0,Sample_2,NA,0.005,NA,NA,NA,NA,NA,0.045,NA,0.111,NA,0.122,NA,0.039,NA,0.038,NA,0.177,0.126,0.117,0.053,0.091,NA,0.061,NA,0.013,NA,0.073,0.064,0.033,NA
Team-5_Plate-2_Day-0,W17-5,W17-5-E2,Plate-2,Day-0,0,Sample_3,NA,NA,NA,0.067,0,NA,NA,0.008,NA,NA,0.041,NA,NA,NA,NA,NA,0.224,NA,0.483,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-10,W17-5,W17-5-E2,Plate-2,Day-10,10,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-10,W17-5,W17-5-E2,Plate-2,Day-10,10,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.048,NA,0.026,NA,0.02,NA,NA,NA,0.072,NA,NA,NA,0.017,NA,NA,NA,0.042,0.033,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-10,W17-5,W17-5-E2,Plate-2,Day-10,10,Sample_3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,0.039,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-12,W17-5,W17-5-E2,Plate-2,Day-12,12,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,NA,0.048,NA,0.018,0.016,NA,0.014,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-12,W17-5,W17-5-E2,Plate-2,Day-12,12,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.014,NA,0.043,NA,0.045,NA,NA,NA,0.042,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-12,W17-5,W17-5-E2,Plate-2,Day-12,12,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,0.071,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-4,W17-5,W17-5-E2,Plate-2,Day-4,4,Sample_1,NA,NA,0.019,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,0.032,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA
Team-5_Plate-2_Day-4,W17-5,W17-5-E2,Plate-2,Day-4,4,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.047,0.008,0.115,NA,0.111,0.018,0.049,NA,0.059,NA,0.113,0.13,0.134,0.031,0.07,NA,0.108,0.141,0.08,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-4,W17-5,W17-5-E2,Plate-2,Day-4,4,Sample_3,0.029,NA,0.015,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,NA,0.122,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-6,W17-5,W17-5-E2,Plate-2,Day-6,6,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,NA
Team-5_Plate-2_Day-6,W17-5,W17-5-E2,Plate-2,Day-6,6,Sample_2,NA,0,NA,NA,NA,NA,NA,0.051,NA,0.103,NA,0.104,NA,0.017,NA,0.079,NA,0.092,0.131,0.12,0.007,0.035,NA,0.075,0.087,0.034,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-6,W17-5,W17-5-E2,Plate-2,Day-6,6,Sample_3,0.037,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,0.11,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-8,W17-5,W17-5-E2,Plate-2,Day-8,8,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA
Team-5_Plate-2_Day-8,W17-5,W17-5-E2,Plate-2,Day-8,8,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.04,NA,0.063,NA,0.057,NA,NA,NA,0.061,NA,0.026,NA,0.067,NA,NA,NA,0.046,0.033,NA,NA,NA,NA,NA,NA
Team-5_Plate-2_Day-8,W17-5,W17-5-E2,Plate-2,Day-8,8,Sample_3,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,NA,0.085,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-0,W17-5,W17-5-E3,Plate-3,Day-0,0,Sample_1,NA,0,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,0.001,NA,NA,NA,NA,NA,0.046,NA,NA,0.022,NA,NA
Team-5_Plate-3_Day-0,W17-5,W17-5-E3,Plate-3,Day-0,0,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,0.063,NA,NA,NA,NA,NA,NA,NA,0.009,0.01,0.054,0.095,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-0,W17-5,W17-5-E3,Plate-3,Day-0,0,Sample_3,NA,0.048,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-10,W17-5,W17-5-E3,Plate-3,Day-10,10,Sample_1,NA,NA,0.207,NA,NA,0.053,NA,0.033,0.051,0.026,0.088,0.003,NA,NA,NA,0.036,0.354,NA,NA,NA,NA,NA,NA,0.019,0.004,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-10,W17-5,W17-5-E3,Plate-3,Day-10,10,Sample_2,0.053,0.736,0.433,NA,0.188,0.537,NA,0.197,0.02,0.396,0.32,0.563,NA,NA,NA,0.018,NA,NA,0.042,NA,NA,NA,NA,0.101,0.153,NA,0.075,NA,NA,NA,NA
Team-5_Plate-3_Day-10,W17-5,W17-5-E3,Plate-3,Day-10,10,Sample_3,1.285,0.335,0.574,NA,0.148,0.74,0.789,1.108,0.589,0.34,0.522,0.464,0.679,NA,NA,0.365,0.884,NA,NA,0.078,0.002,0.061,0.595,0.239,0.573,0.164,0.194,0.014,NA,NA,0.01
Team-5_Plate-3_Day-12,W17-5,W17-5-E3,Plate-3,Day-12,12,Sample_1,NA,NA,0.312,NA,0.018,0.305,0.162,0.023,0.209,0.26,0.394,0.224,NA,NA,NA,0.019,0.592,NA,0.08,NA,NA,NA,NA,NA,NA,0.007,NA,NA,0.04,NA,NA
Team-5_Plate-3_Day-12,W17-5,W17-5-E3,Plate-3,Day-12,12,Sample_2,0.096,0.725,0.605,NA,0.432,0.728,0.057,0.378,0.081,0.6,0.566,0.91,NA,NA,NA,0.028,0.087,0.014,0.127,NA,NA,NA,NA,0.229,0.247,NA,0.221,NA,NA,NA,NA
Team-5_Plate-3_Day-12,W17-5,W17-5-E3,Plate-3,Day-12,12,Sample_3,1.728,0.397,1.029,NA,0.368,0.703,1.052,1.487,0.734,0.729,0.678,0.621,0.631,NA,NA,0.763,1.395,0.091,0.114,0.177,0.118,0.181,0.69,0.416,0.854,0.319,0.418,0.102,0.098,0.103,0.097
Team-5_Plate-3_Day-4,W17-5,W17-5-E3,Plate-3,Day-4,4,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,0.053,0.01,NA,NA,NA,NA,NA,NA,NA,0.004,0.019,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-4,W17-5,W17-5-E3,Plate-3,Day-4,4,Sample_2,NA,0.004,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-4,W17-5,W17-5-E3,Plate-3,Day-4,4,Sample_3,0.121,0.147,0.026,NA,NA,NA,NA,0.157,0.06,NA,NA,NA,NA,NA,NA,0.007,0.016,NA,NA,NA,NA,NA,NA,0.013,0.079,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-6,W17-5,W17-5-E3,Plate-3,Day-6,6,Sample_1,NA,NA,0.004,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,0.045,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-6,W17-5,W17-5-E3,Plate-3,Day-6,6,Sample_2,NA,0.074,0.19,NA,NA,NA,NA,0.01,0.033,0.037,0.084,0.113,NA,NA,NA,0.03,0.008,NA,0.025,NA,NA,NA,NA,0,0.035,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-6,W17-5,W17-5-E3,Plate-3,Day-6,6,Sample_3,0.35,0.287,0.132,NA,NA,0.281,0.092,0.412,0.275,0.042,0.17,0.057,0.069,NA,NA,0.087,0.104,NA,NA,NA,NA,NA,0.018,0.06,0.22,0.015,0.002,NA,NA,NA,NA
Team-5_Plate-3_Day-8,W17-5,W17-5-E3,Plate-3,Day-8,8,Sample_1,NA,NA,0.14,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,0.034,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-3_Day-8,W17-5,W17-5-E3,Plate-3,Day-8,8,Sample_2,0.044,0.454,0.332,NA,0.068,0.375,NA,0.06,0.036,0.271,0.237,0.426,NA,NA,NA,0.022,0.013,NA,0.032,NA,NA,NA,NA,0.019,0.114,NA,0.012,NA,NA,NA,NA
Team-5_Plate-3_Day-8,W17-5,W17-5-E3,Plate-3,Day-8,8,Sample_3,0.918,0.357,0.357,NA,0.035,0.558,0.489,0.791,0.509,0.179,0.436,0.336,0.506,NA,NA,0.163,0.409,NA,NA,0.056,NA,0.014,0.395,0.167,0.435,0.112,0.106,0.012,0.001,NA,0.021
Team-5_Plate-4_Day-0,W17-5,W17-5-E4,Plate-4,Day-0,0,Sample_1,0.001,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-0,W17-5,W17-5-E4,Plate-4,Day-0,0,Sample_2,0.011,NA,NA,NA,NA,NA,NA,0.032,0.039,0.04,0.088,0.044,NA,NA,NA,0.069,NA,NA,NA,0.042,NA,NA,NA,0.063,0.027,NA,NA,0.044,0.055,NA,NA
Team-5_Plate-4_Day-0,W17-5,W17-5-E4,Plate-4,Day-0,0,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-10,W17-5,W17-5-E4,Plate-4,Day-10,10,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-10,W17-5,W17-5-E4,Plate-4,Day-10,10,Sample_2,NA,NA,0.386,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-10,W17-5,W17-5-E4,Plate-4,Day-10,10,Sample_3,NA,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-12,W17-5,W17-5-E4,Plate-4,Day-12,12,Sample_1,0.013,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,0.004,NA,0.028,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-12,W17-5,W17-5-E4,Plate-4,Day-12,12,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-12,W17-5,W17-5-E4,Plate-4,Day-12,12,Sample_3,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-4,W17-5,W17-5-E4,Plate-4,Day-4,4,Sample_1,0.022,NA,NA,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,0.038,0.023,0.009,NA,NA,NA,NA,NA,0.07,0.024,0.007,0.009,NA,NA,NA,NA
Team-5_Plate-4_Day-4,W17-5,W17-5-E4,Plate-4,Day-4,4,Sample_2,0.008,0.036,NA,NA,NA,NA,NA,0.03,0.037,0.037,0.087,0.053,NA,NA,NA,0.052,NA,NA,NA,0.041,NA,NA,NA,0.059,0.034,0.012,0.002,0.035,0.06,NA,0.002
Team-5_Plate-4_Day-4,W17-5,W17-5-E4,Plate-4,Day-4,4,Sample_3,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.003,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-6,W17-5,W17-5-E4,Plate-4,Day-6,6,Sample_1,0.037,0.07,NA,NA,NA,NA,NA,0.062,NA,0.001,NA,NA,NA,0.045,NA,0.034,NA,0.011,NA,NA,NA,NA,NA,0.048,0.005,NA,0.003,NA,NA,NA,NA
Team-5_Plate-4_Day-6,W17-5,W17-5-E4,Plate-4,Day-6,6,Sample_2,0.114,NA,NA,NA,NA,NA,NA,0.031,0.02,0.021,0.009,0.007,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,0.048,0.004,NA,NA,NA,0.003,NA,NA
Team-5_Plate-4_Day-6,W17-5,W17-5-E4,Plate-4,Day-6,6,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-8,W17-5,W17-5-E4,Plate-4,Day-8,8,Sample_1,0.022,NA,NA,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA,0.003,NA,0.024,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-8,W17-5,W17-5-E4,Plate-4,Day-8,8,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.001,0.006,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA
Team-5_Plate-4_Day-8,W17-5,W17-5-E4,Plate-4,Day-8,8,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-10,W17-6,W17-6-E1,Plate-1,Day-10,10,Sample_1,0.258,0.472,0.26,NA,NA,0.039,0.072,0.444,0.189,NA,0.143,0.223,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-10,W17-6,W17-6-E1,Plate-1,Day-10,10,Sample_2,0.373,0.748,0.328,NA,0.027,0.235,0.368,0.326,0.211,0.215,0.247,0.114,NA,NA,NA,NA,0.41,0.121,0.064,0.217,NA,NA,NA,0.312,0.193,NA,0.257,NA,NA,NA,NA
Team-6_Plate-1_Day-10,W17-6,W17-6-E1,Plate-1,Day-10,10,Sample_3,0.128,0.277,0.386,NA,0.744,0.365,0.377,0.39,0.261,0.113,0.18,0.314,0.589,NA,NA,NA,0.02,NA,0.013,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-12,W17-6,W17-6-E1,Plate-1,Day-12,12,Sample_1,0.396,0.682,0.465,NA,0.03,0.225,0.26,0.574,0.25,NA,0.255,0.406,NA,NA,NA,NA,0.354,NA,NA,NA,NA,NA,NA,NA,0.175,NA,NA,0.138,NA,NA,NA
Team-6_Plate-1_Day-12,W17-6,W17-6-E1,Plate-1,Day-12,12,Sample_2,0.45,1.02,0.75,0.169,0.178,0.492,0.54,0.475,0.374,0.405,0.448,0.436,0.228,NA,NA,0.033,0.532,0.234,0.265,0.712,NA,NA,NA,0.554,0.319,NA,0.361,0.047,0.047,0.099,0.028
Team-6_Plate-1_Day-12,W17-6,W17-6-E1,Plate-1,Day-12,12,Sample_3,0.23,0.485,0.508,NA,0.607,0.492,0.507,0.446,0.376,0.193,0.252,0.458,0.457,NA,NA,NA,0.064,NA,0.093,NA,NA,NA,0.082,0.83,0.018,NA,0.163,0.018,NA,NA,NA
Team-6_Plate-1_Day-4,W17-6,W17-6-E1,Plate-1,Day-4,4,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-4,W17-6,W17-6-E1,Plate-1,Day-4,4,Sample_2,NA,NA,NA,0.113,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-4,W17-6,W17-6-E1,Plate-1,Day-4,4,Sample_3,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,0.219,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-6,W17-6,W17-6-E1,Plate-1,Day-6,6,Sample_1,0.011,NA,NA,NA,NA,NA,NA,0.241,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-6,W17-6,W17-6-E1,Plate-1,Day-6,6,Sample_2,0.012,NA,0.011,0.115,NA,NA,NA,0.145,NA,0.032,0.056,NA,NA,NA,NA,NA,0.035,NA,0.01,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-6,W17-6,W17-6-E1,Plate-1,Day-6,6,Sample_3,NA,NA,0.061,NA,0.297,0.105,0.006,0.066,NA,0.022,0.046,0.06,0.658,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,0.508,NA,NA,NA,NA,0.001,NA,NA
Team-6_Plate-1_Day-8,W17-6,W17-6-E1,Plate-1,Day-8,8,Sample_1,0.189,0.321,0.094,NA,NA,NA,NA,0.345,0.179,NA,0,0.063,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-1_Day-8,W17-6,W17-6-E1,Plate-1,Day-8,8,Sample_2,0.205,0.291,0.222,NA,0.074,0.106,0.259,0.253,0.136,0.176,0.1,0.097,NA,NA,NA,0.023,0.264,0.044,0.045,0.278,NA,NA,NA,0.132,0.142,NA,0.175,NA,NA,NA,NA
Team-6_Plate-1_Day-8,W17-6,W17-6-E1,Plate-1,Day-8,8,Sample_3,0.089,0.133,0.23,NA,0.601,0.281,0.254,0.281,0.171,0.11,0.392,0.214,0.632,NA,NA,NA,0.008,NA,0.075,NA,NA,NA,NA,0.653,NA,NA,0.005,NA,NA,NA,NA
Team-6_Plate-2_Day-10,W17-6,W17-6-E2,Plate-2,Day-10,10,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.017,NA,0.001,NA,NA,NA,NA,NA,0.064,0.009,0.135,0.144,0,0,NA,NA,0.117,0.151,NA,0.111,0.068,0.054,NA,0.009
Team-6_Plate-2_Day-10,W17-6,W17-6-E2,Plate-2,Day-10,10,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-10,W17-6,W17-6-E2,Plate-2,Day-10,10,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-12,W17-6,W17-6-E2,Plate-2,Day-12,12,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.016,NA,0.019,0.013,NA,NA,NA,NA,0.07,0.014,0.268,0.223,0.01,0.026,NA,NA,0.132,0.14,NA,0.105,0.06,NA,NA,0.02
Team-6_Plate-2_Day-12,W17-6,W17-6-E2,Plate-2,Day-12,12,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.04,0,0.03,NA,NA,NA,NA,NA,0.072,NA,0.012,0.009,0.031,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-12,W17-6,W17-6-E2,Plate-2,Day-12,12,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-4,W17-6,W17-6-E2,Plate-2,Day-4,4,Sample_1,0.006,0.01,NA,0.015,NA,NA,NA,0.011,NA,NA,NA,NA,0.023,NA,0,0.015,0,NA,0.069,0.004,0.001,0.001,NA,0.043,0.051,NA,0.094,0.029,0.007,NA,NA
Team-6_Plate-2_Day-4,W17-6,W17-6-E2,Plate-2,Day-4,4,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-4,W17-6,W17-6-E2,Plate-2,Day-4,4,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-6,W17-6,W17-6-E2,Plate-2,Day-6,6,Sample_1,0.004,0.008,NA,0.011,NA,NA,NA,0.019,NA,0.004,NA,NA,0.009,NA,0.005,0.03,0.004,0.003,0.145,0.006,0.003,0.006,NA,0.062,0.089,NA,0.103,0.055,0.026,NA,NA
Team-6_Plate-2_Day-6,W17-6,W17-6-E2,Plate-2,Day-6,6,Sample_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-6,W17-6,W17-6-E2,Plate-2,Day-6,6,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-8,W17-6,W17-6-E2,Plate-2,Day-8,8,Sample_1,NA,NA,NA,NA,NA,NA,NA,0.028,NA,0.007,NA,NA,NA,NA,NA,0.048,0.001,0.103,0.164,0,NA,NA,NA,0.094,0.135,NA,0.12,0.075,0.045,NA,NA
Team-6_Plate-2_Day-8,W17-6,W17-6-E2,Plate-2,Day-8,8,Sample_2,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.01,NA,NA,NA,NA,NA,0.053,NA,NA,NA,0.009,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-2_Day-8,W17-6,W17-6-E2,Plate-2,Day-8,8,Sample_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Team-6_Plate-3_Day-10,W17-6,W17-6-E3,Plate-3,Day-10,10,Sample_1,0.055,1.054,1.022,NA,0.568,NA,0.09,0.152,1.247,0.071,0.199,NA,NA,0.119,NA,0.77,0.716,0.031,0.15,NA,0.686,NA,NA,0.057,0.174,NA,NA,NA,0.227,NA,0.168
Team-6_Plate-3_Day-10,W17-6,W17-6-E3,Plate-3,Day-10,10,Sample_2,0.852,0.738,0.451,NA,0.006,0.677,0.558,0.46,1.562,0.845,1.811,0.78,0.437,0.171,NA,0.852,0.909,0.3,0.791,0.828,0.785,NA,0.746,0.963,1.166,NA,0.057,0.221,0.453,NA,0.461
Team-6_Plate-3_Day-10,W17-6,W17-6-E3,Plate-3,Day-10,10,Sample_3,NA,0.441,0.594,NA,0.258,0.333,0.261,0.316,0.285,0.161,0.328,0.142,NA,NA,NA,NA,0.082,NA,NA,0.576,NA,NA,NA,0.057,0.195,NA,NA,NA,NA,NA,0.018
Team-6_Plate-3_Day-12,W17-6,W17-6-E3,Plate-3,Day-12,12,Sample_1,0.151,1.028,1.039,NA,0.734,NA,0.195,0.263,1.483,0.17,0.352,NA,NA,0.153,NA,0.806,0.818,0.161,0.275,NA,0.733,NA,NA,0.134,0.289,NA,0.346,NA,0.441,NA,0.285
Team-6_Plate-3_Day-12,W17-6,W17-6-E3,Plate-3,Day-12,12,Sample_2,0.878,0.875,0.551,NA,0.676,0.938,0.808,0.667,1.717,1.016,2.372,0.984,0.46,0.28,NA,0.871,0.916,0.466,0.924,0.871,0.798,NA,0.703,1.182,1.169,NA,0.322,0.491,0.596,NA,0.469
